,date,year,month,day,content,replies,retweet,likes
114,2020-03-25 14:54:26,2020,3,25,para terima manfaat kartu sembako akan dapat tambah besar rp jadi rp per keluarga yang beri lama enam bulan perintah juga cepat program kartu prakerja tiap serta beri honor insentif rp juta per bulan lama bulan,2165,3582,25398
115,2020-03-25 10:04:23,2020,3,25,saya pun tak bosan ingat kita semua agar disiplin terap physical distancing ini dengan disiplin yang kuat kita dapat cegah sebar covid percaya kita bangsa besar bangsa tarung kita mampu lewat tantang global yang berat sekarang ini,311,992,6201
116,2020-03-25 10:03:52,2020,3,25,saya sungguhsungguh apresiasi gera masyarakat yang telah turut sebar informasi tentang physical distancing atau jaga jarak aman untuk hindar sebar virus korona kita harus kerja keras kita harus satu dan bergotongroyong hadap tantang ini,1216,5015,25317
117,2020-03-25 09:16:42,2020,3,25,perintah beri stimulus kepada masyarakat hasil rendah yang ambil kredit milik rumah subsidi yakni subsidi selisih bunga lama tahun jika bunga kredit di atas dan subsidi uang muka bagi yang akan ambil kredit rumah subsidi,565,1288,8490
118,2020-03-25 08:05:49,2020,3,25,hari raya nyepi di tahun baru saka datang ketika segenap umat agama juga masyarakat hindu tengah nyepi dari ramai moga pandemi ini segera lalu dan kita semua beri selamat,352,2941,16388
119,2020-03-24 17:22:09,2020,3,24,demi cegah sebar covid para siswa telah ajar di rumah di antara mereka juta siswa harus ikut uji nasional dari satu didik di tanah air karena itu perintah putus untuk tiada uji nasional un tahun,2693,13138,51208
120,2020-03-24 17:18:48,2020,3,24,hadap tukang ojek dan sopir taksi yang ambil kredit sepeda motor atau mobil serta nelayan yang sedang milik kredit perahu mereka tidak perlu khawatir hadap mereka ada longgar upa relaksasi bayar bunga dan angsur lama satu tahun,586,756,3317
121,2020-03-24 17:18:00,2020,3,24,kait keluh dari usahausaha mikro dan kecil yang dampak dari pandemi covid ojk beri longgar upa relaksasi kredit baik dari perban maupun nonbank hadap mereka akan beri tunda cicil sampai satu tahun dan juga turun bunga,1446,3064,11616
122,2020-03-24 17:14:47,2020,3,24,saya telah menandatangani inpres no tentang refocusing giat dan realokasi anggar bagai landas hukum untuk cepat tangan covid baik kait isu sehat maupun bantu sosial untuk atas dampak hidup ekonomi yang timbul,379,979,6060
123,2020-03-24 17:09:52,2020,3,24,tiap negara milik karakter budaya dan tingkat kedisplinan yang berbedabeda dengan timbang itu hadap covid ini kita tidak pilih jalan lockdown di negara kita yang paling tepat adalah physical distancing minta tiap warga jaga jarak aman,2422,6787,24986
124,2020-03-24 17:05:21,2020,3,24,ketika sekolah libur kantor tutup kemudian tempattempat transaksi ekonomi seperti pasar tutup maka hitung pula berapa dagang asong becak atau sopir yang akan tidak kerja dll dengan begitu bantu sosial kepada mereka dapat hitung dan alokasi,221,443,2757
125,2020-03-24 17:05:02,2020,3,24,pandemi covid yang telah sebar di negara di dunia benarbenar sulit cegah masuk ke satu negara atau ke daerah maka itu perintah pusat dan daerah harus milik bijak yang jalan hitung dampak sehat dan sosial ekonomi dari tiap bijak,649,1129,7553
126,2020-03-24 16:57:40,2020,3,24,wisma atlet mayor jakarta telah siap untuk tampung pasien yang kait covid sarana dan prasarana juga telah siap ada ruang tangan pasien yang lengkap ventilator sampai alat lindung diri bagi tenaga sehat,429,2776,13085
127,2020-03-23 15:24:30,2020,3,23,duka cita yang dalam atas pulang dokter awat dan tenaga medis telah juang tangan pasien virus korona ini atas nama negara saya sampai terima kasih yang sebesarbesarnya untuk kerja keras dan dedikasi mereka di garis depan tangan covid,2124,8882,44730
128,2020-03-23 15:09:50,2020,3,23,perintah milik sedia tiga juta obat choloroquine produksi bumn chloroquine ini bukan obat first line tapi second line beberapa negara telah guna untuk pasien covid dan banyak yang sembuh akan tetapi guna harus lalu resep dokter,519,2200,11057
129,2020-03-23 14:46:03,2020,3,23,wisma atlet mayor sore ini siap untuk tangan virus covid dari kapasitas orang beberapa tower kita siap untuk pasien dengan bagi wilayah yang telah tata sarana lengkap masuk ventilator untuk pasien sampai apd bagi tenaga sehat,727,4403,18886
130,2020-03-23 11:35:47,2020,3,23,sabtuminggu kemarin perintah telah distribusi alat lindung diri apd ke rumahrumah sakit rujuk covid dan dinas sehat di seluruh tanah air lanjut apd distribusi untuk para tugas sehat di garis depan tangan covid,931,4655,19793
131,2020-03-22 11:32:42,2020,3,22,hari ini tepat dengan rajab h kita ingat isra mikraj nabi muhammad saw ketika dunia tengah landa pandemi yang paksa manusia batas jalan mereka moga bangsa kita dan seluruh umat manusia keluar dari sulit yang belit ini lekas mungkin,1488,5247,30020
132,2020-03-21 14:44:59,2020,3,21,ini protokol sehat perintah untuk tangan covid yang jalan dengan pandu who kita simak dan ikut sama,922,2538,10252
133,2020-03-20 20:04:00,2020,3,20,obatobatan sebut akan sampai kepada pasien yang butuh lalu dokter keliling dari rumah ke rumah lalu rumah sakit dan puskesmas di kawasan yang infeksi saya pun sudah minta kepada bumn farmasi untuk banyak produksi obat ini,495,682,4057
134,2020-03-20 20:03:31,2020,3,20,sesuai hasil riset dan alam beberapa negara lain perintah telah mes dua juta avigan dan siap tiga juta chloroquine yang akan resep oleh dokter kepada pasien covid apabila perlu,1679,4067,21847
135,2020-03-20 18:37:04,2020,3,20,hari ini perintah mulai laku rapid test untuk oleh indikasi awal orang infeksi covid atau tidak dengan prioritas wilayah paling rawan perintah juga telah beri wenang kepada laboratoriumlaboratorium yang tunjuk oleh menteri sehat,600,2368,12442
136,2020-03-20 16:25:04,2020,3,20,perintah tengah cepat bangun fasilitas kendali infeksi sakit tular utama covid di atas lahan ha di pulau galang km dari kota batam saya target bangun fasilitas ini selesai maret,587,1683,9535
137,2020-03-20 10:13:48,2020,3,20,rencana kontingensi ini sedang kita siap sampai ke daerah masuk cepat bangun rumah sakit di pulau galang di pulau riau,95,279,2317
138,2020-03-20 10:13:24,2020,3,20,perintah tengah siap rencana kontingensi layan rumah sakit baik rumah sakit rujuk yang sudah tetap juga mobilisasi rumah sakit yang lain jika perlu kita manfaat wisma atlet mayor yang kapasitas sekitar unit dan hotel milik bumn,796,2022,12595
139,2020-03-20 08:01:19,2020,3,20,terima kasih para dokter awat paramedis dan seluruh jajar rumah sakit untuk kerja keras penuh dedikasi dalam layan pasien covid mari bantu mereka dengan ajar dari rumah kerja dari rumah dan ibadah di rumah moga kita semua tetap sehat dan prima,707,6144,22526
140,2020-03-19 17:50:34,2020,3,19,kami sudah jalan tes deteksi covid alhamdulillah hasil negatif mari samasama cegah sebar covid dengan ajar dari rumah kerja dari rumah dan ibadah di rumah,2823,4276,32869
141,2020-03-19 17:31:11,2020,3,19,rapid test dengan cakup lebih besar itu hasil akan serta protokol sehat yang alur jelas sederhana dan mudah paham apakah dengan karantina mandiri selfisolation atau pun perlu layan rumah sakit,168,363,2496
142,2020-03-19 17:30:49,2020,3,19,kita sedang upaya dilakukannnya rapid test tes cepat dengan cakup yang lebih besar agar deteksi dini mungkin orang papar covid bisa kita laku alat rapid test ini saya minta agar banyak selain banyak tempattempat untuk laku tes,1323,2378,12828
143,2020-03-19 15:36:24,2020,3,19,saya ajak lembagalembaga dan tokohtokoh agama untuk bersamasama cegah potensi sebar covid di kegiatankegiatan agama kita harus evaluasi selenggara acara agama yang libat banyak orang,131,566,2872
144,2020-03-19 15:35:51,2020,3,19,bijak ini jangan anggap bagai sempat untuk libur jaga jarak juga harus kita terap cara ketat di areaarea publik masuk di bandara labuh stasiun kereta api terminal bus dan transportasi publik,102,904,3515
145,2020-03-19 15:35:19,2020,3,19,saya ingin ulang minta kena penting kurang mobilitas orang jaga jarak dan kurang kerumun karena itu bijak ajar dari rumah kerja dari rumah dan ibadah di rumah harus bisa jalan cara efektif,1507,4653,18953
146,2020-03-18 16:43:38,2020,3,18,pagi belum ke istana merdeka saya ke gudang bulog di kelapa gading saya hendak pasti sedia pangan untuk masyarakat beras di gudang ini akan keluar untuk operasi pasar perintah terus laku langkah cepat antisipasi dampak dari pandemi covid,1867,2814,21059
147,2020-03-18 13:17:44,2020,3,18,virus korona memang begitu mudah tular dan sebar tiap kita bisa ikut cegah dan kurang sebar lalu social distancing bagaimana cara,925,2195,12637
148,2020-03-17 16:21:01,2020,3,17,bagi mereka mungkin tak sempat pikir hari ingat profesi sendiri mereka sibuk laksana tanggung jawab di ruangruang awat rumah sakit klinik dan pusat sehat sama para dokter dan paramedis lain mereka juang untuk sehat rakyat bangsa ini,1145,12307,40971
149,2020-03-17 14:19:29,2020,3,17,hari ini saya gelar rapat batas jarak jauh bahas proses rehabilitasi dan rekonstruksi pasca gempa bumi lombok ntb juli hingga maret dari target rumah banyak unit sudah bangun dan lain masih kerja,339,824,8217
150,2020-03-16 19:34:42,2020,3,16,kendati begitu layan kepada masyarakat harus terus tahan transportasi publik harus tetap sedia yang penting bisa kurang tingkat kerumun kurang antri dan kurang tingkat padat orang di dalam moda transportasi sebut,151,383,2315
151,2020-03-16 19:34:11,2020,3,16,bijak lockdown baik di tingkat nasional maupun di tingkat daerah misal adalah bijak perintah pusat dan kita belum pikir ke arah itu yang perlu laku adalah social distancing yaitu kurang mobilitas orang jaga jarak dan kurang kerumuman,205,677,3011
152,2020-03-16 19:33:36,2020,3,16,hadap situasi kait pandemi virus korona ini semua bijak perintah pusat maupun perintah daerah akan dan harus telaah cara dalam agar efektif selesai masalah dan tidak makin buruk ada,466,1173,8369
153,2020-03-16 18:46:39,2020,3,16,hadap pandemi ini seluruh menteri saya minta agar tahan puluh triliun rupiah anggar jalan dinas dan temu yang tidak perlu arah sebesarbesarnya untuk tolong masyarakat buruh tani nelayan kerja dan usaha mikro dan kecil,3673,6792,32678
154,2020-03-16 18:12:04,2020,3,16,kita ada pada situasi yang tidak biasa saat kita kerja dari rumah ajar dari rumah ibadah di rumah hari ini saya gelar rapat jarak jauh dengan jajar kabinet rapat jarak jauh ini tetap sangat efektif di tengah pandemi virus korona,1076,2274,15561
155,2020-03-15 18:24:32,2020,3,15,saya sudah perintah untuk beri dukung anggar untuk guna cara efektif dan efisien cepat dan milik landas hukum agar pihak yang relevan dapat guna,173,367,2648
156,2020-03-15 18:23:20,2020,3,15,selain itu tiap daerah agar tingkat layan ketes infeksi covid dan obat cara maksimal manfaat mampu rumah sakit daerah kerja sama dengan rumah sakit swasta serta lembaga riset dan didik tinggi,80,421,2795
157,2020-03-15 18:22:28,2020,3,15,para kepala daerah juga saya minta buat bijak sesuai kondisi daerah sangkut proses ajar dari rumah bagi pelajarmahasiswa bijak tentang bagi asn kerja di rumah dengan tetap layan masyarakat dan tunda giat yang libat banyak orang,145,814,3232
158,2020-03-15 18:20:35,2020,3,15,bagai negara pulau besar tingkat sebar covid di indonesia ini variasi antardaerah karena itu saya minta seluruh kepala daerah konsultasi dengan pakar medis dan bnpb untuk tentu status daerah siaga darurat atau tanggap darurat bencana nonalam,1039,3629,16277
159,2020-03-15 09:06:30,2020,3,15,tiap kita bisa bantu dan kontribusi kurang laju wabah korona dengan tindak sederhana moga pandemi ini segera lalu dan dunia kembali normal dan sehat seperti belum,2308,9716,30397
160,2020-03-13 21:58:50,2020,3,13,awas ketat di bandara seokarnohatta laku dengan laku dua pintu masuk beda bagi negaranegara yang waspada tumpang dari tiongkok italia korea selatan dan iran akan periksa sampai tiga kali di luar negara itu periksa dua kali,3585,2224,15270
161,2020-03-13 19:27:27,2020,3,13,banyak rumah sakit rujuk pasien covid sekarang tambah dengan rumah sakit tni rumah sakit polri dan rumah sakit bumn kita juga tengah bangun fasilitas observasi skala besar di pulau galang yang saya harap selesai minggu depan,200,361,2316
162,2020-03-13 19:26:55,2020,3,13,perintah juga telah bentuk tim reaksi cepat yang siaga di rumah sakit tipe a untuk jaga pintu negara di darat di labuh di laut maupun bandara kita pun telah terap protokol aman dan protokol sehat,94,303,2214
163,2020-03-13 19:26:25,2020,3,13,perintah terus usaha keras tangan wabah virus korona dengan tanpa timbul panik masyarakat telusur hadap siapa pun yang laku kontak dengan pasien positif covid misal laku menteri sehat dengan bantu dari intelijen bin dan polri,1231,2059,12773
164,2020-03-12 16:58:56,2020,3,12,hadap wabah global virus korona kita perlu sesuai diri dengan kebiasaankebiasaan baru misal tetap saling sapa tanpa harus jabat tangan rajin cuci tangan dengan sabun kena masker bagi yang sakit,542,1336,9327
165,2020-03-12 15:38:39,2020,3,12,buah manggis misal minta banyak dari timur tengah eropa tiongkok tapi barang tidak ada padahal dengan darat yang cukup luas indonesia masih milik lahan dan ruang yang amat besar bagi tingkat sektor tani,214,173,1726
166,2020-03-12 15:38:07,2020,3,12,sektor tani cenderung tanam jumlah komoditas yang tak banyak ubah sejak puluh tahun butuh berani upaya hal baru kembang dan manajemen kualitas yang baik untuk tangkap peluang pasar yang besar,391,513,5168
167,2020-03-11 19:18:20,2020,3,11,mari sama cegah sebar korona dengan tahu enam hal tentang virus ini,683,7606,21097
168,2020-03-10 17:43:46,2020,3,10,kunjung sri baginda raja belanda willemalexander dan ratu m xima jelang indonesia pasuk usia tahun ini akan catat oleh sejarah bagai kunjung yang sahabat produktif tatap masa depan tanpa harus lupa sejarah masa lalu,379,828,8665
169,2020-03-10 16:14:05,2020,3,10,selamat datang di indonesia yang mulia raja belanda willemalexander dan ratu maxima zorreguieta cerruti,489,1437,16126
170,2020-03-10 15:12:03,2020,3,10,cuci tangan itu penting untuk cegah datang sakit asal tahu cara ini tips cuci tangan yang benar dari ibu negara mudah kan cuci tangan,373,1179,8599
171,2020-03-08 09:22:25,2020,3,8,kita boleh khawatir atas virus korona tapi tidak perlu panik kita bisa lewat dengan satu kerja sama dan tidak hilang rasa manusia,1416,9408,31992
172,2020-03-06 11:23:49,2020,3,6,bagaimana lebih negara lain virus korona telah jangkit beberapa warga kita saya paham resah yang timbul di masyarakat perintah sangat serius hadap kasus ini kita tentu bisa lalu dengan baik gandeng dengan masyarakat dunia,681,2009,10902
173,2020-03-05 19:32:26,2020,3,5,musuh besar kita saat ini bukan virus korona itu sendiri tapi rasa cemas panik dan takut yang lebih,2039,7184,26177
174,2020-03-05 17:36:20,2020,3,5,sudah beberapa tahun program tol laut luncur untuk kurang disparitas harga dan biaya logistik antarwilayah antarpulau antardaerah hari ini saya sama jajar perintah kait evaluasi program ini cara detail dan komprehensif,280,915,7018
175,2020-03-04 19:59:24,2020,3,4,lapis masyarakat itu yang akan fokus sasar perintah program bantu sosial perintah seperti jamin sehat nasional jkn program keluarga harap pkh kartu sembako serta bantu modal seperti kredit usaha rakyat kur dll harus sampai kepada mereka,138,173,1784
176,2020-03-04 19:58:41,2020,3,4,angka miskin september besar tinggal satu digit tapi masih ada juta jiwa yang harus entas dari miskin dari jumlah itu turut standar bank dunia duduk di bawah garis miskin masih juta jiwa atau dari duduk indonesia,651,643,6309
177,2020-03-03 17:07:56,2020,3,3,masyarakat tidak perlu panik sampai borong butuh seharihari perintah jamin sedia bahan pokok dan obatobatan saya perintah kapolri untuk tindak tegas pihak yang manfaat momentum ini dengan timbun barang dan jual dengan harga tinggi,377,1768,6168
178,2020-03-03 17:07:14,2020,3,3,saya telah perintah menteri untuk ingat agar rumah sakit dan jabat perintah untuk tidak buka privasi pasien yang rawat karena virus korona hakhak pribadi mereka harus jaga begitu juga media massa saya minta untuk hormat privasi mereka,739,4581,21082
179,2020-03-03 17:01:46,2020,3,3,virus korona ini gejala mirip flu dan fakta bagi besar pasien baik di rrt jepang iran sampai italia dapat sembuh dan pulih kembali jadi kita tidak perlu terlalu takut masalah ini tetapi tetap harus hatihati dan waspada dalam tiap aktivitas,107,474,2668
180,2020-03-03 16:59:40,2020,3,3,dua warga negara indonesia tengah rawat di jakarta karena positif infeksi virus korona perintah upaya maksimal cegah kasus ini luas jadi wabah dalam negeri saya harap masyarakat tetap tenang dan aktivitas seperti biasa,303,904,7190
181,2020-03-02 14:03:52,2020,3,2,dua saat ini sudah dalam awat di jakarta sesuai dengan standar yang laku cara internasional perintah serius dalam hadap kasus ini dengan siap lebih rumah sakit yang lengkap ruang isolasi dan alat sesuai dengan standar internasional,246,1142,5659
182,2020-03-02 14:03:16,2020,3,2,kita sudah telusur informasi tentang warga negara jepang yang positif korona dan belum unjung indonesia telusur itu temu dua perempuan ibu dan anak usia dan tahun yang telah hubung dengan warga jepang itu positif infeksi virus korona,1202,6867,25373
183,2020-03-02 08:25:38,2020,3,2,yang telah milik nomor pokok wajib pajak npwp mari lapor spt yang telah punya hasil namun belum milik npwp sila buat npwp ayo lapor pajak lebih awal lebih nyaman pajak kita untuk indonesia maju,1110,1430,8519
184,2020-02-29 16:30:40,2020,2,29,selamat kepada bapak kh asep saifuddin chalim yang hari ini kukuh bagai guru besar sosiologi di universitas negeri sunan ampel surabaya,265,621,5856
185,2020-02-29 11:51:26,2020,2,29,saya sudah lapor surat pemberitahuan spt tahun pajak hasil pribadi tahun lalu efilling lapor spt makin mudah bisa kapan dan di mana saja asal jangan lewat maret ayo lapor pajak lebih awal lebih nyaman pajak kita untuk indonesia maju,547,839,7295
186,2020-02-29 08:31:47,2020,2,29,sama bapak tony blair di istana kemarin mantan perdana menteri inggris yang juga anggota dewan nasihat relokasi ibu kota negara ini datang dengan delegasi tony blair institute for global change selain tony blair datang juga ceo softbank dari jepang bapak masayoshi,436,645,6746
187,2020-02-28 19:41:27,2020,2,28,pada lalu dapat sekitar pusat data yang sebar di instansi pusat dan daerah di indonesia ratarata empat pusat data tiap instansi perintah saya ingin indonesia kembang pusat data nasional integrasi seluruh menteri dan lembaga,341,493,5046
188,2020-02-27 18:20:24,2020,2,27,di media sosial banyak lapak jual produk butuh seharihari di instagram saya sendiri banyak iklan obat gemuk badan tuju ke saya itu kreativitas masyarakat kita di era digital indonesia adalah negara dengan nilai ekonomi digital besar di kawasan asean,797,787,7749
189,2020-02-27 16:11:34,2020,2,27,perintah indonesia hormat putus arab saudi tangguh sementara izin visa bagi para jemaah umrah yang laku mulai hari ini arab saudi tentu ingin lindung warga negara dari wabah virus korona sehat dan selamat warga harus jadi prioritas,728,1074,8907
190,2020-02-26 16:58:43,2020,2,26,kait wni awak kapal diamond princess kita sedang diskus dengan perintah jepang ingat sebar virus korona di kapal itu kita tidak boleh gegabah kita milik juta duduk yang juga harus lindung,71,175,1467
191,2020-02-26 16:58:03,2020,2,26,perintah tengah upaya jalan keluar baik tangan wni awak kapal pesiar diamond princess di jepang dan world dream di air indonesia wni di world dream jemput untuk observasi di pulau baru gugus pulau ribu yang sudah siap,150,479,4477
192,2020-02-26 12:33:32,2020,2,26,truktruk angkut proyek hilirmudik saat saya datang ke simpang susun blang bintang satu titik di ruas jalan tol banda acehsigli jalan tol pertama di provinsi aceh ini akan hubung dengan tol transsumatra,382,991,8631
193,2020-02-25 20:50:44,2020,2,25,wabah virus korona tentu dampak bagi ekonomi global masuk indonesia untuk antisipasi saya minta menteri dan lembaga untuk lebih cepat belanja anggar cair dana desa juga program bantu sosial untuk genjot ekonomi dalam negeri,532,782,7343
194,2020-02-23 09:35:52,2020,2,23,sungguh nikmat kari kambing dari rumah makan hasan di banda aceh apa rahasia nyata karena masak di tungku kayu bakar di aceh juga ada minum nira espresso dari ring road coffee minum apa pula ini,984,1686,13526
195,2020-02-22 18:00:59,2020,2,22,tahun an saya pernah tinggal di aceh yakni di lhokseumawe dan bener riah jadi saya tahu masyarakat aceh itu dinamis toleran junjung nilai islam dan maritim hari ini saya hadir di kenduri bangsa di bireuen mari sama bangun aceh juga indonesia,469,619,6584
196,2020-02-22 13:48:46,2020,2,22,tiba di bireuen provinsi aceh pagi tadi dengan helikopter super puma tni au saya datang ke bireuen hadir acara kenduri bangsa di sekolah sukma bangsa buah kenduri yang gelar untuk bangun semangat indonesia demi kuat satu dan satu bangsa,178,457,5093
197,2020-02-22 10:08:12,2020,2,22,kembang bangun simpang susun blang bintang satu titik di ruas jalan tol banda acehsigli yang hubung indrapuri dan blang bintang ini bangun jalan tol pertama di provinsi aceh yang akan hubung dengan jalan tol transsumatra,239,576,5524
198,2020-02-21 18:58:47,2020,2,21,tak lama lagi jalan tol ruas pekanbarudumai panjang km selesai kembang sudah jalan tol ini bagi dari jalan tol transsumatra yang akan hubung lampung hingga aceh panjang seluruh jika rampung kelak di tahun kurang lebih km,349,768,5225
199,2020-02-21 17:15:53,2020,2,21,saya resmi pabrik besar rayon dan benang pt asia pacific rayon di pangkal kerinci riau hari ini pabrik ini dapat produksi ton serat rayon dan ton benang per tahun ini peluang kerja dan sempat usaha bagi industri tekstil kecil dan tengah,201,538,4100
200,2020-02-21 16:55:04,2020,2,21,hari ini jumat februari dunia ingat hari bahasa ibu internasional coba klik video ini dan tangkap tampil layar tebak itu ucap terima kasih dari daerah mana bagaimana ucap terima kasih dalam bahasa daerah anda,944,1388,9714
201,2020-02-21 13:08:51,2020,2,21,ruang kelas dan suasana sekolah yang baru di madrasah tsanawiyah negeri pekanbaru pagi tadi telah renovasi besar oleh menteri pupr panjang menteri pupr telah laksana rehabilitasi sekolah dan madrasah masuk madrasah di pekanbaru ini,447,697,7682
202,2020-02-20 19:42:47,2020,2,20,perintah dan dpr buka untuk terima masuk dari bagai pihak kait ruu cipta kerja panjang belum sah jadi uu masyarakat dapat sampai kritik dan saran atas ruu ini tapi saya minta agar draf atur sebut ajar lebih dahulu dengan seksama,992,741,6333
203,2020-02-20 16:05:09,2020,2,20,lalu kbri tokyo perintah komunikasi dan sampai bantu logistik sambil bahas kondisi mereka dengan otoritas di jepang mohon doa agar saudara kita yang rawat dapat sembuh yang sedang jalan karantina lindung oleh allah swt dan segera pulang,66,167,1619
204,2020-02-20 16:04:36,2020,2,20,empat dari wni awak kapal pesiar diamond princess yang labuh di labuh yokohama jepang nyata positif papar virus korona mereka sudah bawa ke rumah sakit tempat untuk rawat sesuai protokol sehat who adapun wni tetap kita pantau,141,809,5904
205,2020-02-17 17:51:38,2020,2,17,saat daya saing pariwisata indonesia tingkat dari tahun ke tahun wabah virus korona jadi di tiongkok salah satu yang sedang kita timbang untuk antisipasi dampak wabah ini ke pariwisata kita adalah beri insentif untuk wisatawan masuk travel biro,1244,1739,9717
206,2020-02-16 10:51:42,2020,2,16,ini wajah baru stadion manah kota surakarta renovasi sejak agustus stadion manah yang kapasitas tonton kini megah dengan fasilitas yang jauh lebih baik stadion manah solo siap gelar tanding sepak bola piala dunia fifa u tahun,793,3344,21804
207,2020-02-15 16:22:00,2020,2,15,mari partisipasi dan sukses sensus duduk dengan data duduk yang akurat susun rencana bangun yang tepat sasar dapat laku,345,1016,6781
208,2020-02-15 15:53:05,2020,2,15,tiap tahun waduk gajah mungkur di wonogiri jawa tengah dangkal oleh juta m sedimen meski selalu keruk sedimentasi tetap langsung saya ajak warga desa jatisari wonogiri hijau das duang yang andil besar atas sedimentasi ke waduk gajah mungkur,180,647,5624
209,2020-02-14 20:27:56,2020,2,14,erupsi gunung rapi bisa susul banjir lahar yang rusak karena itu kita bangun sabo dam dan prasarana kendali banjir lahar lain ini salah satu sabo dam kali putih di magelang fungsi sekaligus bagai jembatan antardesa sumber air baku dan irigasi,204,573,5495
210,2020-02-14 20:04:28,2020,2,14,lepas abu dan rossy pasang elang jawa kembali ke alam liar di kawasan taman nasional gunung rapi dulu sering jumpa satwa lindung ini kian kurang bahkan tahun akhir hanya enam ekor elang yang lihat di kawasan taman nasional gunung rapi,290,879,8677
211,2020-02-14 17:51:04,2020,2,14,batang pohon pulai alstonia scholaris setinggi m yang saya tanam tambah pohonpohon yang tanam masyarakat di kawasan taman nasional gunung rapi tngm jawa tengah hari ini moga jadi bagi dari upaya rehabilitasi hutan dan lahan di sekitar gunung rapi,317,624,5963
212,2020-02-13 21:28:44,2020,2,13,selamat malam yogyakarta saya tiba di kota ini lepas maghrib tadi untuk kunjung kerja esok hari besok saya hendak tinjau taman nasional gunung rapi jurang jero di kabupaten magelang jawa tengah tanam pohon sama masyarakat serta lepas burung elang jawa,730,1455,13379
213,2020-02-12 20:32:13,2020,2,12,kita memang masih beri peluang untuk yatim yatim piatu yang masih anakanak di bawah tahun tapi kita belum tahu apakah ada atau tidak ada semua akan lihat telah proses identifikasi dan verifikasi nanti,372,468,3260
214,2020-02-12 20:31:50,2020,2,12,perintah tanggung jawab hadap juta duduk negeri ini karena itu perintah tidak rencana untuk pulang para anggota isis eks wni saya telah perintah agar orang itu identifikasi satu per satu data masuk ke imigrasi untuk proses cekal,1798,5276,20459
215,2020-02-12 19:39:32,2020,2,12,saya telah bicara lalu telepon dengan presiden rrt xi jinping saya sampai duka cita dan simpati hadap para korban virus korona di tiongkok indonesia akan selalu sama dengan rrt dalam masa sulit ini indonesia yakin rrt bisa selesai ini cepat,271,549,4929
216,2020-02-12 18:54:20,2020,2,12,konstitusi kita jamin merdeka tiap duduk untuk peluk agama dan percaya masingmasing dan ibadat usai dengan agama dan percaya itu jelas sekali konstitusi kita beri payung kepada seluruh rakyat jangan sampai intoleransi itu ada,347,787,3802
217,2020-02-12 18:53:35,2020,2,12,mesti masalah intoleransi baik di tanjung balai karimun maupun di minahasa sulawesi utara sudah selesai di daerah nyata tidak karena itu saya perintah menkopolhukam dan kapolri agar ini selesai dengan tegas agar tidak jadi preseden yang buruk,1482,2295,12771
218,2020-02-12 16:30:42,2020,2,12,tahap prosedur dan hari adalah waktu yang butuh untuk mulai usaha di indonesia kita tinggal dari tiongkok misal yang prosedur dan waktu hari saja ini salah satu yang harus sederhana agar peringkat mudah usaha kita naik,236,419,4275
219,2020-02-11 16:55:19,2020,2,11,terima kunjung ibu mari elka pangestu direktur laksana bijak bangun dan mitra untuk bank dunia pilih saya harap saat jalan tugas pada maret nanti ibu mari dapat cara atur mengupdate situasi dunia yang kini penuh isu dan tantang,239,544,5973
220,2020-02-10 14:28:42,2020,2,10,australia memang milik budaya yang beda dengan indonesia namun kita punya banyak sama majemuk toleransi demokrasi dll lalu sahabat yang tulus hubung indonesia dan australia manfaat bagi sejahtera dua negara juga bagi kawasan dan dunia,715,627,6951
221,2020-02-10 13:13:46,2020,2,10,bicara di hadap seluruh anggota senat dan house australia di gedung parlemen canberra hari ini indonesia dan australia tengah raya tahun sahabat buah platinum sahabat nan kokoh bukan saja antarpemerintah dan parlemen tetapi juga rakyat dua negara,309,563,6101
222,2020-02-09 19:43:28,2020,2,9,pandang canberra ibu kota australia dari mount ainslie di tinggi m tata kota canberra yang bangun tahun ini lihat sangat baik saya banyak tanya ke ibu sally barnes ceo national capital authority tentang awal mula dan bagaimana kota ini kelola,427,519,5667
223,2020-02-09 16:34:46,2020,2,9,kunjung saya ke canberra hari ini di saat situasi dunia sedang penuh tantang masuk rebak virus korona dan australia hadap bakar hutan saat seperti ini penting orang teman datang tandang untuk saling kuat di waktu sulit,468,704,7888
224,2020-02-09 09:57:56,2020,2,9,masyarakat yang sehat adalah masyarakat yang dapat informasi yang sehat dan baik negara butuh hadir pers dengan perspektif jernih untuk diri di depan lawan kacau informasi sebar hoaks dan ujar benci yang ancam hidup demokrasi,870,1834,11971
225,2020-02-08 15:20:40,2020,2,8,tahu anda siapa yang kerap buat saya gugup para wartawan yang kejar saya untuk doorstop interview yang buat saya kadangkadang gugup dan gagap tak siap tanya sesuatu ke mana pun selalu ikut sama saya adalah para wartawan selamat hari pers nasional,1613,1965,18326
226,2020-02-07 08:57:47,2020,2,7,ruas jalan nasional provinsi bengkulu dengan provinsi lampung kini hubung jembatan panjang m ini jembatan manula yang bangun menteri pupr dan selesai akhir lalu lokasi apit dinding tebing hutan lindung yang indah layak untuk berswafoto,567,881,8300
227,2020-02-06 16:21:38,2020,2,6,masih di musim hujan tapi kita sudah antisipasi ancam bakar hutan dan lahan di musim kemarau para kepala daerah polri dan tni dari bagai wilayah saya minta apabila temu titik api kecil apa di suatu wilayah segera padam belum besar,318,560,5767
